Name,Ht
Sebastian Paz,"5' 10"""
Alec Rodriguez,"5' 10"""
Jaryn Sample,"6' 2"""
Chase Snavely,"6' 4"""
Brendan Timmons,"6' 0"""
Hassan Turner,"5' 10"""
Jeremy Vest,"6' 2"""
Nathan Vidmar,"6' 4"""
Joseph Barbarino,"6' 0"""
Ian Barrett,"6' 0"""
Andre Bouffard,"5' 10"""
JR Bozek,"5' 10"""
Jeremy Cheeseman,"6' 2"""
Anthony Chiappetta,"6' 1"""
Joey DiMotta,"5' 10"""
Evan Doyle,"6' 0"""
Nate Dudeck,"6' 4"""
Dante Edwardi,"5' 9"""
Franklin Gomez,"5' 11"""
Johnathan Gomez,"6' 0"""
Felix Gonzalez,"5' 10"""
Thomas Iaquinto,"6' 0"""
Logan Magdits,"5' 11"""
Jimmy Mantuano,"5' 10"""
Chris Mattioli,"6' 0"""
Cooper Montelbano,"6' 4"""
Nick Noble,"5' 10"""
Ben Pika,"6' 4"""
Steve Proko,"5' 10"""
Nick Quagliato,"5' 11"""
Hunter Ray,"6' 0"""
Ethan Rembish,"5' 10"""
Anthony Sarro,"5' 10"""
Jordan Savinon,"6' 1"""
Travis Stroh,"5' 10"""
Diego Urreta,"5' 9"""
Cole Vida,"5' 10"""
James Vlastaris,"5' 10"""
Zach Winter,"5' 11"""
Tyler Worth,"6' 1"""
Brian Yadlon,"6' 2"""
Chaz Anthony,"5' 9"""
Rowen Beattie,"6' 0"""
Tyler Campbell,"6' 0"""
Jack Cannon,"6' 3"""
Joel Connors,"6' 2"""
Luke Connors,"6' 1"""
Jacob Crystal,"6' 2"""
Tim Denet,"6' 1"""
Derek Diaz,"5' 9"""
Landen Duprey,"6' 4"""
Ethan Farina,"5' 11"""
Steven Freer,"6' 3"""
Paulie Goodness,"5' 10"""
Nathan Hiscox,"6' 2"""
Billy Hoffacker,"6' 6"""
Bobby McBride,"6' 2"""
James Musso,"5' 8"""
Max Parker,"6' 2"""
Michael Pastrana,"6' 4"""
Wyatt Patchett,"6' 4"""
AJ Petraitis,"6' 5"""
Benji Ries,"6' 0"""
Cooper Romich,"5' 10"""
Dominick Russ,"6' 2"""
Colin Skermont,"6' 0"""
Adam Sullivan,"6' 1"""
Robert Wegrzyn,"6' 1"""
Mike Whelehan,"5' 10"""
Nic Benhardt,"6' 1"""
Tyler Benick,"6' 4"""
Mason Breton,"6' 0"""
Justin DeCastro,"5' 10"""
Nicholas Delvecchio,NA
Cord Dobrinski,NA
Joe Durso,"6' 1"""
Lawrence Elinson,NA
Ben Fierenzi,"5' 9"""
Nick Finarelli,"6' 4"""
Grant Francisco,"6' 6"""
Torin Kassebaum,NA
Chandler Ketchup,"5' 10"""
RJ Latkowski,"6' 0"""
Owen Luchies,"6' 1"""
Matt McGurk,"6' 3"""
Luke Olsen,NA
Evan Panjwani,"6' 1"""
Jacob Pipercic,"6' 1"""
Jack Power,"6' 3"""
Ryan Rivera,"6' 1"""
Jack Ryan,"5'11"""
Max Samson,"6' 0"""
Gavin Sansone,"6' 0"""
Kevin Small,"6' 1"""
Noah Sorensen,"6' 2"""
Dominic Vassallo,"6' 3"""
Jarod Wade,"6' 2"""
Garrett Yawn,"6' 4"""
Cole Yeager,"5'11"""
Christian Yoo,NA
Eric Anderson,"6' 0"""
Diego Aponte,"6' 2"""
Christian Azcona,"6' 0"""
Michael Blackiston,"5' 10"""
Jason Brown,"6' 0"""
Joshua Caldwell,"6' 0"""
Ansel Carson,"6' 3"""
Carter Champey,"6' 1"""
Marco Davila,"6' 0"""
Sebastian Davila,"5' 9"""
Michael De Angelis,"6' 4"""
Jayden Dillard,"5' 11"""
Luka Gilliam,"6' 0"""
Robert Guerrero,"6' 2"""
Ryan Howe,"5' 11"""
Julian Jimenez,"6' 3"""
Austin McCabe,"6' 5"""
Tha'Mon McGriff,"5' 10"""
Wilfredo Morales,"5' 11"""
Elijah Negron,"5' 11"""
Shawn Phillips,"6' 0"""
Tyler Prather,"6' 1"""
Billy Robertson,"6' 4"""
Jonathan Rodriguez,"5' 11"""
Danny Sadler,"5' 9"""
Janluis Santiago,"6' 2"""
Q Smith,"6' 0"""
Jonah Stepner,"6' 4"""
Bronson Taylor,"5' 10"""
Cade Williams,"6' 0"""
Ethan Adams,"6' 0"""
Ray Altmeyer,"5' 8"""
Brandon Arnold,"6' 4"""
Jacob Bazala,"6' 2"""
Ben Berdine,"6' 3"""
Will Bittman,"5' 11"""
Zach Black,"5' 9"""
Eric Chorba,"5' 10"""
Brodie Collins,"6' 2"""
Ty Cupp,"5' 11"""
Matthew Delvaux,"6' 0"""
Landon DiBeradin,"5' 10"""
Jaden Fabian,"6' 3"""
Nico Frizell,"6' 3"""
Nick Hamilton,"6' 2"""
Joey Helms,"5' 11"""
Nick Jackson,"6' 1"""
Chris Juchno,"6' 2"""
Aaron Keating,"5' 11"""
Aiden Kelly,"6' 1"""
Nolan Kirsch,"6' 1"""
Anthony Krause,"6' 2"""
Andrew Malec,"6' 4"""
Jack Malec,"6' 4"""
Chandler Powell,"5' 10"""
Greg Schmidt,"6' 4"""
Jason Skeen,"6' 4"""
Dylan Skidmore,"6' 0"""
Patrick Sullivan,"6' 1"""
Daniel Thomas,"6' 0"""
Joe Trivisonno,"5' 11"""
Ranciel Ventura,"5' 11"""
Jayden Walker,"6' 4"""
Zachary Zimmerman,NA
Robert Beatty,"5' 10"""
Ethan Blakeney,"6' 0"""
Landen Campbell,"5' 10"""
Myles Crocker,"5' 10"""
Collin Curry,"6' 3"""
Brayden Daulton,"6' 0"""
Reid Driskill,"6' 3"""
Walker Fuller,"6' 5"""
Parker Hampton,"6' 2"""
Sean Harris,"5' 11"""
Ryan Hoeft,"6' 0"""
Jayden Israel,"5' 10"""
Emmett Jefferson,"5' 11"""
Jalan Jones,"6' 3"""
Justin Journette,"6' 2"""
Cam Mazell,"6' 3"""
Tyler Mitchell,"6' 2"""
CJ Patterson,"6' 1"""
Kydese Queen,"6' 3"""
Terrence Rhodes,"5' 8"""
Jamal Ritter,"6' 2"""
Liam Royster,"6' 7"""
Yasseel Samboy,"6' 2"""
Ryan Sellers,"6' 1"""
Nyenati Snoh,"6' 4"""
Nate Varnier,"6' 7"""
Christian Velez,"6' 6"""
Donovan Whitfield,"6' 5"""
Mac Yarbrough,"6' 4"""
Gio Arzuaga,"6' 1"""
Zach Brockner,"6' 0"""
Max Brulport,"5' 10"""
Nathan Bunch,"6' 3"""
Eisig Chin,"6' 0"""
Will Christopher,"6' 2"""
Aidan Cohall,"6' 1"""
TJ Curley,"6' 2"""
Luke Dellentash,"6' 0"""
Ryan Douglas,"6' 0"""
Josh Florence,"6' 1"""
Taylor Gaspar,"6' 0"""
Sam Gettinger,"6' 2"""
Jimmy Gilleran,"6' 3"""
Mason Hebert,"5' 10"""
Nathan Kearney,"6' 3"""
Jake Lanzer,"6' 4"""
Ryan LeClair,"5' 9"""
Adam Martin,"6' 5"""
Sean McGee,"6' 1"""
Francisco Melendez,"6' 3"""
Anthony Michaud,"6' 2"""
Cam Morrison,"5' 10"""
Rob Moynihan,"6' 2"""
Will Newton,"5' 11"""
Sam Parks,"5' 8"""
Brayden Rader,"6' 0"""
Michael Rickert,"6' 0"""
Aidan Sengenberger,"6' 0"""
Grayson Sparr,"6' 0"""
Jack Thorbahn,"6' 3"""
Justin Tullish,"5' 10"""
Tanyon Weber,"6' 6"""
Jack Welsch,"6' 0"""
Dylan Zemotel,"6' 1"""
Jayden Alvarez,NA
Xavier Baker,"5' 8"""
Sam Bonilla,NA
Emmett Coco,"5' 11"""
Christopher Collina,"6' 0"""
Vincent Corso,"6' 0"""
Michael Cunningham,"5'11"""
Keith Davis,"6' 2"""
Jeremy De La Mota,"6' 1"""
Leo Doyle,"5' 11"""
Nate Garcia,"6' 3"""
Zach Gorman,"5' 10"""
William Grayson,"6' 3"""
Jake Griess,NA
Heitaro Hayashi,"6' 0"""
Connor Hayden,"6' 2"""
A.J. Hiestand,NA
Christian Knight,"5' 8"""
Andrew Marquis,"5' 10"""
Jason Masick,"6' 2"""
Mateo Matthews,"6' 5"""
Nick Mazzotta,"5' 11"""
Joseph Mennella,"6' 0"""
Frankie Nardo,NA
Bryce Phelps,"6' 2"""
Luke Picone,NA
Andrew Ravelo,"6' 4"""
Connor Roche,"6' 3"""
Justin Roitman,"6' 2"""
Andrew Rucci,"6' 3"""
Matt Sutera,"6' 4"""
Diego Tavarez,"6' 0"""
Jake Toporek,"6' 1"""
Lukas Torres,"5' 9"""
Colin Trizuto,NA
Xavier Ulrich,"6' 0"""
Griffin White,"6' 5"""
Owen Anderson,"5' 11"""
Pierce Bauerle,"6' 2"""
Chase Bays,NA
Dalton Boruff,"5' 10"""
Kole Bradley,"6' 4"""
Christian Carew,"6' 6"""
Eli Cartwright,"6' 2"""
Tyler Castro,"6' 1"""
Tyler Conklin,"5' 11"""
Zach Courson,"6' 2"""
Jake Ferguson,"5' 10"""
Zak Goodwin,"5' 10"""
Eli Green,"6' 5"""
Joey Hagen,"6' 0"""
Eli Hill,"5' 8"""
Colin Horneman,"6' 0"""
Danny Infante,"5' 9"""
Tyler Kapraun,"6' 3"""
James Love,NA
Nate Marshall,"6' 2"""
Luke Melton,"5' 11"""
Mike O'Conor,"6' 0"""
Jake Ottensmeier,NA
Quade Peters,"5' 8"""
Jack Potteiger,"6' 5"""
Bryce Riggs,"6' 0"""
Ethan Rossi,"5' 11"""
Anthony Solis,"5' 11"""
Brett Stanley,"5' 8"""
Lukas Touma,"6' 1"""
Sam Wiese,"6' 2"""
Slater Wilcox,"6' 4"""
Peyton Wilson,"5' 7"""
Chris Worcester,"5' 9"""
Cade Zalewski,"6' 3"""
Kris Alcorn,"6' 2"""
Bryson Arnette,"6' 1"""
Brody Barker,"5' 10"""
Eli Brown,"5'11"""
Zach Buschschulte,"6' 1"""
Mitch Cummins,"5' 11"""
Brendan Ealy,"6' 1"""
Kam Edwards,"5' 9"""
Tyler Ellis,"6' 2"""
Jack Fishel,"6' 0"""
Evan Funkhouser,"6' 0"""
Sam Grunberg,"6' 3"""
Dillon Haftorson,"6' 6"""
Charlie Isom-McCall,"6' 0"""
Matt James,"6' 2"""
Jack Meyer,"6' 3"""
Josh Newell,"6' 2"""
Jackson Parrill,"6' 1"""
Tanner Paschke,"6' 0"""
Jake Radosevich,"6' 0"""
Easton Rakers,"6' 1"""
Filip Sarota,"6' 2"""
Ryan Sell,"6' 1"""
Brodie Short,"6' 0"""
Tanner Simpson,"6' 3"""
Ethan Smith,"6' 1"""
Bennett Stice,"6' 5"""
Carson Subbert,"6' 0"""
Tyler Thompson,"5' 10"""
Alessandro Volpe,"6' 1"""
Joseph Waters,"6' 1"""
Seth Adams,"6' 2"""
Jacob Ambriz,"5' 9"""
Robert Bavon,"6' 4"""
Josh Beezley,"5' 10"""
Jayce Blalock,"5' 10"""
Malcolm Brown,"6' 1"""
Marshall Brown,"6' 5"""
Brody Bunting,"6' 0"""
Noah Burkey,"6' 2"""
Zach Busick,"6' 0"""
Angel Cano,"6' 3"""
Cooper Chaplain,"5' 10"""
Jack Cline,"6' 4"""
Seth Cooper,"6' 1"""
Preston Davis,"6' 3"""
Ryan Geck,"6' 5"""
Kade Goeke,"5' 11"""
Gage Haley,"6' 7"""
Sammy Harris,"6' 1"""
Zach Henry,"6' 0"""
Trey Hill,"5' 11"""
Brenden Katz,"6' 5"""
Cade Martin,"6' 2"""
Aiden McGinnis,"6' 0"""
Andrew Pickering,"6' 1"""
Jackson Rains,"6' 5"""
Ty Rhoades,"6' 1"""
Luke Rolland,"6' 0"""
Hunter Royal,"5' 10"""
Waylon Sebren,"5' 9"""
Alex Seguine,"5' 10"""
David Sorg,"6' 6"""
Blake Van Cleve,"6' 3"""
Jackson Wells,"5' 11"""
Reed Willbanks,"6' 0"""
Trevor Callahan,"6' 3"""
Andy Cisneros,"5' 7"""
Gunner Collins,"6' 1"""
JJ Dutton,"6' 3"""
Chance Edmonds,"5' 8"""
Josh Furtado,"6' 0"""
Davis Germann,"6' 0"""
Will Grimmett,"6' 2"""
AJ Hacker,"6' 3"""
Blake Hager,"6' 3"""
Kamden Hawks,"6' 6"""
Grant Herron,"6' 5"""
Max Hotze,"6' 1"""
Alex Kean,"6' 4"""
Aubrey Kearns,"5' 11"""
Eli Kirkendoll,"6' 4"""
Griffin Olson,"6' 1"""
Austyn Peak,"6' 1"""
Hunter Porter,"6' 4"""
Bradley Poynter,"6' 4"""
Kadin Ray,"6' 3"""
Hayden Robbins,"6' 4"""
Brodie Shaw,"6' 2"""
Caden Sheridan,"5' 11"""
Jonah Sibley,"5' 11"""
Landon Waugh,"5' 9"""
Andre Wojtarowicz,"6' 4"""
Kyle Athmer,"6' 6"""
Kieran Bailey,"6' 0"""
Chase Bloomer,"5' 11"""
Sam Chapman,"6' 3"""
Brady Coon,"6' 2"""
Lane Crowden,"6' 5"""
Tyler Davis,"6' 2"""
Zach Dueñas,"6' 10"""
Gage Franck,"6' 1"""
Brenden Fry,"6' 3"""
Daniel Gierer,"5' 10"""
Brennen Grams,"5' 11"""
Ethan Hamrick,"5' 11"""
Trace Harrington,"6' 4"""
Garrett Helsel,"6' 5"""
Kyle Hepburn,"6' 2"""
Joshua Heyder,"6' 0"""
Sean Kang,"5' 10"""
Joseph Martin,"6' 1"""
Liam McKillop,"6' 1"""
Duncan McLaughlin,"6' 0"""
Mack Mitchell,"6' 0"""
Ryan Niedzwiedz,"6' 2"""
Gabe Nutter,"5' 11"""
Kyle Ratliff,"6' 3"""
Andrew Ressler,"6' 0"""
Kyle Rossy,"6' 2"""
Michael Siemer,"6' 2"""
John Stallcup,"6' 0"""
Spencer Stearns,"6' 2"""
Tim Teixeira,"6' 2"""
Ethan Willoughby,"6' 4"""
Bryce Cannon,"6' 3"""
Caleb Champion,"6' 3"""
Keoni Coloma,"5' 11"""
Caleb Corbin,"5' 8"""
Haden Dow,"6' 1"""
Gunnar Doyle,"6' 0"""
Liam Forsyth,"6' 1"""
Alex Hayes,"6' 2"""
Sam Heyman,"6' 2"""
Gavin Johnston,"6' 2"""
Brooks Kettering,"5' 11"""
Caden Kickhaefer,"6' 5"""
Anthony Klein,"6' 1"""
Kayden Kohlberg,"6' 0"""
Jackson Kranawetter,"5' 10"""
Matthew Lorenzano,"5' 11"""
Shea McGahan,"6' 0"""
Nathan Mertens,"6' 3"""
Michael Mugan,"5' 11"""
Jack Opoien,"6' 5"""
Ethan Osborne,"6' 1"""
Mason Pennington,"6' 3"""
Cade Perkins,"6' 2"""
Andrew Ramirez,"5'11"""
Mikey Rocha,"6' 0"""
Carson Schrack,"5' 10"""
Demitri Shakotko,"5' 11"""
Ty Stauss,"5' 10"""
Brian Strange,"6' 1"""
Cole Warehime,"6' 1"""
Eddie White,"6' 0"""
Ian Anderson,"6' 1"""
BJ Banyon,"6' 1"""
Mason Bell,"5' 8"""
Cameron Boyd,"6' 0"""
Justin Breitenstein,"6' 5"""
Kannon Coakley,"6' 2"""
Kevin Cruz,NA
Cam Dimidjian,"6' 0"""
Abdriel Figueroa,"6' 2"""
Andres Gonzalez,"6' 0"""
Khi Holiday,"5' 9"""
Ryan Karl,"6' 0"""
Jay Kennedy,"6' 5"""
Blake Kimball,"6' 1"""
Cole Kitchens,"6' 3"""
Marshall Loch,"6' 3"""
Charlie Marisca,"6' 2"""
Patrick McLellan,"6' 0"""
Hunter Miller,"6' 1"""
Kiefer Parsons,"6' 2"""
Ethan Rothschild,"5' 7"""
Aaron Rubio,"6' 1"""
Clayton Slack,"5' 11"""
Noah Smallwood,"5' 10"""
Justin Stimpson,"6' 4"""
Sage Stout,"6' 3"""
Mason Sweeney,"6' 2"""
Anthony Umbach,"5' 7"""
Micajah Wall,"6' 6"""
Brady Watts,"5' 11"""
Jacob Winzenread,"6' 2"""
Colin Wolfe,"6' 0"""
Hiroyuki Yamada,"6' 2"""
Evan Zapp,"5' 11"""
Riley Black,"5' 10"""
Jack Brafa,"6' 3"""
Luke Bragga,"6' 3"""
Carter Casabella,"6' 4"""
Eddie Garza,"5' 10"""
Jackson Green,"6' 0"""
Jared Herzog,"6' 0"""
Houston High,"6' 4"""
Garrett Holpuch,"6' 7"""
Jorsixt Jimenez,"6' 0"""
Kayne Jinks,"6' 3"""
Patrick Johnson,"6' 2"""
Nicho Jordan,"5' 11"""
Owen Lee,"6' 0"""
Ryan Lee,"5'11"""
Braxton Lewis,"6' 3"""
Kevin Matos,"5' 11"""
Drew Mattox,"6' 5"""
Reece McDuffie,"5' 11"""
Aaron Moffitt,"6' 3"""
Logan Moller,"6' 5"""
Jaxson Pease,"6' 1"""
Jaxon Pridgen,"6' 2"""
Kinnick Pusteoska,"6' 5"""
Jackson Rooker,"5' 10"""
Landon Smelser,"6' 1"""
Preston Steele,"6' 0"""
Lawson Stricklin,"5' 11"""
Micah Summar,"6' 1"""
Nick Vaccaro,"5' 11"""
Juan Vargas,"6' 1"""
Lucas Vega,"6' 0"""
Carter Vrabel,"6' 3"""
Mack Whitcomb,"6' 0"""
Emery Wright,"5' 10"""
Garner Anderson,"6' 3"""
Brock Arender,"6' 3"""
Jeb Bartle,"6' 1"""
Kaleb Baskin,"6' 1"""
Drake Bayles,"6' 2"""
Blaze Bell,"6' 2"""
Brody Capps,"6' 3"""
Rett Edwards,"5' 10"""
Jalen Fithian,"5' 10"""
Austin Gast,"6' 0"""
Gates Gerhart,"6' 3"""
Cameron Greene,"6' 2"""
TJ Grines,"5' 9"""
J.Henry Hobson,"6' 5"""
Jordan Hudson,"6' 0"""
Aidan Karns,"6' 2"""
Jonah Katsaboulas,"6' 0"""
Brandon King,"6' 4"""
Tommy Koch,"6' 0"""
Quin Long,"6' 1"""
Frank Micallef,"6' 1"""
JP Nunn,"6' 5"""
Kevin Okins,"6' 0"""
Shawn Perez,"6' 3"""
JT Popick,"6' 0"""
Mason Shropshire,"5' 11"""
Jacob Sitton,"6' 0"""
Quincy Thornton,"6' 1"""
Arderrius Townsend,"6' 0"""
Zach Wager,"6' 1"""
Kyree Alexander,"5' 9"""
Justin Bogard,"6' 3"""
Jason Buhl,"6' 5"""
Liam Bushey,"6' 3"""
Wandel Campana,"6' 0"""
Cordell Coburn,"6' 2"""
Harrison Dubois,"6' 2"""
Jack Duncan,"6' 3"""
Alex Esker,"6' 4"""
Blake Gedrich,"6' 2"""
Chris Hege,"6' 0"""
Jackson Horn,"6' 1"""
Billy Humphrey,"6' 6"""
Justin Jang,"6' 0"""
Colton Kachinsky,"6' 3"""
Tyler Large,"6' 2"""
Trevor Leon,"6' 2"""
Brock Lummus,"6' 1"""
Krayton Morse,"6' 2"""
Matt Olive,"6' 1"""
Paul Osting,"6' 0"""
Grant Palmer,"5' 10"""
Kenneth Perez,"5' 10"""
Eric Rawlings,"6' 2"""
Jackson Rodgers,"6' 3"""
Frederick Romano,"6' 2"""
Jorge Romero,"5'11"""
Anthony Steinhoff,"6' 8"""
Karsten Stotlar,"6' 5"""
Kenneth Sugi,"5' 9"""
Mason Telford,"5' 10"""
Max Tripure,"6' 3"""
David Ayers,"6' 4"""
Danny Barbero,"5' 8"""
Jack Bello,"6' 2"""
Tre Benjamin,"6' 6"""
Will Burgess,"6' 4"""
Harry Carr,"6' 1"""
Drew Charney,"5' 10"""
Ian Choi,"5' 9"""
Keegan Connors,"5' 7"""
Logan Crock,"5' 8"""
Colin Dailey,"6' 0"""
Ryan Drumm,"5' 11"""
Gunnar Duncan,"5' 9"""
Christian Finnigan,"6' 3"""
Tate Foxson,"6' 4"""
Adam Galdoni,"6' 5"""
Marcus Goodpaster,"6' 4"""
Jack Griffiths,"6' 6"""
Aidan Hatcher,"6' 1"""
Andrew Hendrickx,"6' 3"""
Justin Hornschemeier,"6' 5"""
Alex Kanipe,"6' 2"""
Simon Linde,"6' 1"""
Jack Moroknek,"6' 3"""
Zach Munton,"6' 0"""
Gabe Pancratz,"6' 8"""
Nate Rosser,"6' 4"""
Connor Sackett,"6' 3"""
Brett Sherrard,"5' 10"""
Espn Simpson,"6' 0"""
Corbin Snyder,"6' 6"""
AJ Solomon,"5' 9"""
Alex Thomas,"5' 10"""
Tommy Townsend,"6' 4"""
Cade Vota,"6' 0"""
Ben Whiteside,"6' 5"""
Matt Aukerman,"6' 4"""
Jimmy Burke,"6' 5"""
Dominic Cancellieri,"5' 11"""
Connor Capece,"6' 0"""
Shane Curtin,"6' 0"""
Teddy Deters,"6' 2"""
Dakota Duffalo,"6' 1"""
Cooper Fuchino,"6' 1"""
Tate Gillen,"6' 1"""
Braden Gluth,"6' 3"""
Jaxon Goldberg,"6' 0"""
Joe Hauser,"6' 2"""
Kyle Hess,"6' 1"""
Noah Klein,"6' 0"""
Ian Koosman,"6' 1"""
Garrett Langrell,"6' 7"""
Will MacLean,"6' 2"""
Wilson Magers,"6' 2"""
John McDonald,"5' 11"""
Nate McHugh,"5' 10"""
Ben North,"6' 0"""
Robert O'Malley,"6' 4"""
Jack Pineau,"6' 0"""
Henry Prindl,"6' 5"""
Nolan Sailors,"6' 0"""
Matt Scherrman,"6' 2"""
Brendan Strenke,"6' 1"""
Jack Torosian,"5' 11"""
Anthony Unga,"6' 4"""
Nick Venteicher,"5' 10"""
Shea Wendt,"6' 1"""
Cuyler Zukowski,"6' 0"""
Chris Accardo,"6' 4"""
Jake Anderson,"6' 0"""
Luke Bauer,"6' 1"""
Nadell Booker,"6' 5"""
Owen Carapellotti,"6' 2"""
Kavi Caster,"6' 3"""
Andrew Citron,"5' 10"""
Ryan DeMartin,"6' 1"""
Brian Depman,"6' 1"""
Johan Franco,"6' 2"""
Sho Garcia,"6' 0"""
Ashtin Gilio,"6' 0"""
Christian Hamilton,"6' 2"""
Tristan Head,"6' 2"""
Travis Ilitch,"5' 9"""
Andrew Jergins,"6' 2"""
Axel Johnson,"6' 0"""
Dylan Larkins,"6' 4"""
Kai Leckszas,"6' 0"""
Noah Leib,"6' 1"""
Griffin O'Connor,"6' 1"""
Julius Pfau,"5' 8"""
Connor Price,"6' 0"""
JT Raab,"6' 5"""
Ethan Rucker,"6' 3"""
Matt Sapienza,"6' 2"""
Keith Savoy,"6' 2"""
Blake Schaaf,"5' 11"""
Ashton Seymore,"6' 0"""
Jaden Sheffield,"6' 0"""
Jeremy Sheffield,"6' 5"""
Jack Volo,"5' 11"""
Marshall Whitmer,"6' 0"""
Andrew Williams,"6' 2"""
Derek Yoo,"6' 1"""
Marco Ali,"6' 0"""
Patrick Benn,"6' 1"""
Andrew Bianco,"6' 4"""
Jimmy Brennan,"5' 10"""
Connor Byrne,"6' 1"""
Joey Calabretti,"6' 2"""
Gabe Cavazzoni,"5' 9"""
Tomas Cestero,"6' 5"""
Mason Christopher,"6' 3"""
Casey Cumiskey,"6' 3"""
Stephen Curry,"6' 0"""
Alex D'Ambrosio,"6' 0"""
Aiden Dill,"6' 2"""
John Downing,"6' 3"""
Anthony Ehly,"6' 6"""
Nick Ferri,"6' 3"""
Justin Ford,"6' 3"""
Daniel Frontera,"6' 1"""
Ryan Frontera,"6' 2"""
Cole Hansen,"6' 2"""
Magnus Krieger,"6' 1"""
Tommy Manzo,"6' 2"""
Jordan Marot,"6' 4"""
Kevin Milewski,"6' 5"""
Dylan Pacheco,"5' 10"""
Ryan Reich,"6' 2"""
Aiden Robbins,"6' 2"""
Frankie Scrivanic,"6' 0"""
AJ Soldra,"6' 0"""
Steven Svenson,"6' 3"""
Jayson Torres,"6' 2"""
Jake Walman,"5' 11"""
Jack Wentworth,"6' 4"""
Adam Agresti,"6' 3"""
Chris Batuyios,"6' 0"""
Jared Beebe,"6' 0"""
Cristian Bernardini,"6' 1"""
Jed Boyle,"6' 5"""
Anthony Brienza,"5' 9"""
Sean Britt,"6' 2"""
Conor Burns,"5' 10"""
Evan Chaffee,"6' 2"""
Kyle Chase,"6' 1"""
Brady Clark,"6' 2"""
Will Cowan,"6' 0"""
JJ Devito,"6' 1"""
Chad Falcon,"5' 11"""
Victor Frederick,"6' 5"""
Evan Hoeckele,"6' 3"""
Jace Jeremiah,"5' 10"""
AJ Lausten,"6' 0"""
Jon LeGrande,"5' 8"""
Ty Longoria,"6' 0"""
Louis Marinaro,"6' 1"""
Shaun McMillan,"6' 3"""
Sam Mettert,"6' 4"""
Luke Orbon,"6' 0"""
Jayder Raifstanger,"6' 1"""
David Rodriguez,"6' 2"""
Jacob Ruiz,"5' 11"""
Grant Russo,"5' 9"""
Jackson Tucker,"6' 0"""
Jude Abbadessa,"5' 11"""
Brady Afthim,"6' 0"""
Hector Alejandro,"6' 1"""
Anthony Belisario,"5' 10"""
Sam Biller,"5' 10"""
JT Caruso,"6' 4"""
Gio Conte,"6' 0"""
Ian Cooke,"6' 1"""
Maddix Dalena,"6' 3"""
Ryan Daniels,"6' 0"""
Aidan Dougherty,"6' 1"""
Thomas Ellisen,"6' 4"""
Sean Finn,"5' 9"""
Thomas Galusha,"6' 3"""
Matt Garbowski,"6' 0"""
Carter Groen,"6' 3"""
Evan Hamberger,"6' 2"""
Sam Hutchinson,"6' 3"""
Connor Lane,"6' 2"""
Grant MacArthur,"6' 4"""
Cameron Mayer,"6' 4"""
Tyler Minick,"6' 0"""
Bryan Padilla,"5' 10"""
Kyle Peters,"6' 0"""
Oliver Pudvar,"5' 11"""
Rob Rispoli,"5' 10"""
Beau Root,"6' 2"""
Greg Shaw,"6' 3"""
Caleb Shpur,"5' 10"""
Frank Spirito,"6' 0"""
Cayden Suchy,"6' 0"""
Gabriel Tirado,"5' 9"""
Gabe Van Emon,"6' 2"""
Charlie West,"5' 11"""
Devin Wolff,"6' 4"""
Aidan Barry,"6' 2"""
Jake Bollin,"6' 0"""
Jack Chavez,"6' 1"""
Bobby Finn,"6' 0"""
Jake Francis,"6' 0"""
John Freitag,"5' 11"""
CJ Furey,"6' 0"""
Connor Hale,"5' 10"""
Luke Jacobson,"6' 5"""
Marcus LaBuda,"6' 4"""
Austin Lemon,"5' 10"""
Brayden Leonard,"5' 9"""
Luke McCollough,"6' 3"""
Jake McElroy,"5' 10"""
Pat McKenzie,"6' 1"""
Joseph Montgomery,"6' 0"""
Graham Moore,"6' 2"""
Jason Neff,"6' 3"""
Bobby Olsen,"6' 0"""
Ben Pew,"6' 7"""
JP Podgorski,"6' 1"""
Collin Quintano,"6' 3"""
Dylan Rorech,"6' 1"""
Alec Sachais,"6' 1"""
Coley Schaefer,"6' 0"""
Tim Schuler,"6' 2"""
Avery Schwartz,"6' 0"""
Brady Schwartzberg,"6' 1"""
Tyler Shaw,"5' 10"""
Conor Smith,"6' 1"""
Shane Solari,"6' 0"""
Trent Toole,"6' 1"""
Stephen Turzai,"6' 1"""
Josue Valdez,"6' 1"""
Michael Whooley,"6' 0"""
Wyatt Wolpert,"6' 3"""
Brayden Yasuzawa,"5' 9"""
Aedan Anderson,"6' 0"""
Nick Boyle,"6' 3"""
Eli Bridenthal,"6' 2"""
Clay Burdette,"6' 2"""
Donavan Canterberry,"6' 0"""
Joseph Chavana,"6' 1"""
Hayden Christiansen,"6' 2"""
Ashton Chronister,"6' 9"""
JD Crisp,"6' 0"""
Jack DeTienne,"6' 2"""
Jared Gadd,"6' 2"""
Trevor Geddes,"6' 7"""
Luke Hammond,"6' 4"""
Carter Hendrickson,"5' 9"""
Jake Hooker,"6' 2"""
Luke Hoskins,"6' 4"""
Jason Jelic,"6' 3"""
Joe Karpierz,"6' 0"""
Jake Lambdin,"5' 10"""
Landon Mensik,"6' 2"""
Connor Misch,"6' 3"""
Jack Niedringhaus,"6' 0"""
Jack Nobe,"6' 3"""
Eddie Peters,"6' 2"""
Ryan Piech,"6' 3"""
Logan Schmidt,"6' 3"""
Tyler Stack,"6' 5"""
Sam Stevens,"6' 3"""
Nolan Tucker,"5' 9"""
Isaac Wachsmann,"6' 4"""
